           Unix Timestamp,               UTC_Date_&_Time,         Pacific Standard Time,       Battery,   Temperature,  Dissolved.Oxygen,  Dissolved Oxygen Saturation,             Q
                1661378760,           2022-08-24 22:06:00,           2022-08-24 15:06:00,      3.150000,     21.865000,          7.183000,                    81.941348,      0.886000
                1661379060,           2022-08-24 22:11:00,           2022-08-24 15:11:00,      3.150000,     21.848000,          7.162000,                    81.674984,      0.886000
                1661379360,           2022-08-24 22:16:00,           2022-08-24 15:16:00,      3.150000,     21.815000,          7.138000,                    81.349440,      0.886000
                1661379660,           2022-08-24 22:21:00,           2022-08-24 15:21:00,      3.150000,     21.806000,          7.103000,                    80.936486,      0.886000
                1661379960,           2022-08-24 22:26:00,           2022-08-24 15:26:00,      3.150000,     21.798000,          7.077000,                    80.627763,      0.886000
                1661380260,           2022-08-24 22:31:00,           2022-08-24 15:31:00,      3.150000,     21.748000,          7.059000,                    80.345018,      0.886000
                1661380560,           2022-08-24 22:36:00,           2022-08-24 15:36:00,      3.150000,     21.739000,          7.036000,                    80.069300,      0.886000
                1661380860,           2022-08-24 22:41:00,           2022-08-24 15:41:00,      3.150000,     21.723000,          6.998000,                    79.612225,      0.886000
                1661381160,           2022-08-24 22:46:00,           2022-08-24 15:46:00,      3.150000,     21.664000,          6.985000,                    79.373667,      0.886000
                1661381460,           2022-08-24 22:51:00,           2022-08-24 15:51:00,      3.150000,     21.605000,          6.944000,                    78.817655,      0.885000
                1661381760,           2022-08-24 22:56:00,           2022-08-24 15:56:00,      3.160000,     21.547000,          6.928000,                    78.547688,      0.886000
                1661382060,           2022-08-24 23:01:00,           2022-08-24 16:01:00,      3.160000,     21.480000,          6.917000,                    78.321090,      0.886000
                1661382360,           2022-08-24 23:06:00,           2022-08-24 16:06:00,      3.160000,     21.430000,          6.891000,                    77.950963,      0.886000
                1661382660,           2022-08-24 23:11:00,           2022-08-24 16:11:00,      3.160000,     21.388000,          6.870000,                    77.650004,      0.886000
                1661382960,           2022-08-24 23:16:00,           2022-08-24 16:16:00,      3.160000,     21.312000,          6.857000,                    77.388575,      0.886000
                1661383260,           2022-08-24 23:21:00,           2022-08-24 16:21:00,      3.160000,     21.262000,          6.822000,                    76.918642,      0.885000
                1661383560,           2022-08-24 23:26:00,           2022-08-24 16:26:00,      3.150000,     21.212000,          6.807000,                    76.674774,      0.885000
                1661383860,           2022-08-24 23:31:00,           2022-08-24 16:31:00,      3.150000,     21.145000,          6.789000,                    76.372154,      0.886000
                1661384160,           2022-08-24 23:36:00,           2022-08-24 16:36:00,      3.150000,     21.078000,          6.767000,                    76.025151,      0.886000
                1661384460,           2022-08-24 23:41:00,           2022-08-24 16:41:00,      3.150000,     21.036000,          6.743000,                    75.693369,      0.886000
                1661384760,           2022-08-24 23:46:00,           2022-08-24 16:46:00,      3.150000,     21.003000,          6.721000,                    75.397744,      0.886000
                1661385060,           2022-08-24 23:51:00,           2022-08-24 16:51:00,      3.150000,     20.944000,          6.695000,                    75.019416,      0.886000
                1661385360,           2022-08-24 23:56:00,           2022-08-24 16:56:00,      3.150000,     20.902000,          6.665000,                    74.621860,      0.886000
                1661385660,           2022-08-25 00:01:00,           2022-08-24 17:01:00,      3.150000,     20.860000,          6.647000,                    74.359109,      0.886000
                1661385960,           2022-08-25 00:06:00,           2022-08-24 17:06:00,      3.150000,     20.793000,          6.620000,                    73.959818,      0.886000
                1661386260,           2022-08-25 00:11:00,           2022-08-24 17:11:00,      3.150000,     20.752000,          6.607000,                    73.755200,      0.886000
                1661386560,           2022-08-25 00:16:00,           2022-08-24 17:16:00,      3.150000,     20.735000,          6.576000,                    73.384639,      0.886000
                1661386860,           2022-08-25 00:21:00,           2022-08-24 17:21:00,      3.150000,     20.659000,          6.563000,                    73.130263,      0.886000
                1661387160,           2022-08-25 00:26:00,           2022-08-24 17:26:00,      3.150000,     20.592000,          6.562000,                    73.022803,      0.886000
                1661387460,           2022-08-25 00:31:00,           2022-08-24 17:31:00,      3.150000,     20.551000,          6.551000,                    72.841565,      0.886000
                1661387760,           2022-08-25 00:36:00,           2022-08-24 17:36:00,      3.150000,     20.492000,          6.543000,                    72.668075,      0.886000
                1661388060,           2022-08-25 00:41:00,           2022-08-24 17:41:00,      3.160000,     20.442000,          6.528000,                    72.430020,      0.886000
                1661388360,           2022-08-25 00:46:00,           2022-08-24 17:46:00,      3.160000,     20.366000,          6.505000,                    72.066616,      0.886000
                1661388660,           2022-08-25 00:51:00,           2022-08-24 17:51:00,      3.160000,     20.299000,          6.505000,                    71.971245,      0.886000
                1661388960,           2022-08-25 00:56:00,           2022-08-24 17:56:00,      3.160000,     20.224000,          6.504000,                    71.853469,      0.886000
                1661389260,           2022-08-25 01:01:00,           2022-08-24 18:01:00,      3.160000,     20.165000,          6.503000,                    71.758510,      0.886000
                1661389560,           2022-08-25 01:06:00,           2022-08-24 18:06:00,      3.150000,     20.123000,          6.483000,                    71.478278,      0.886000
                1661389860,           2022-08-25 01:11:00,           2022-08-24 18:11:00,      3.150000,     20.065000,          6.486000,                    71.429113,      0.886000
                1661390160,           2022-08-25 01:16:00,           2022-08-24 18:16:00,      3.150000,     19.998000,          6.490000,                    71.378126,      0.886000
                1661390460,           2022-08-25 01:21:00,           2022-08-24 18:21:00,      3.150000,     19.939000,          6.464000,                    71.008839,      0.886000
                1661390760,           2022-08-25 01:26:00,           2022-08-24 18:26:00,      3.150000,     19.897000,          6.469000,                    71.004409,      0.886000
                1661391060,           2022-08-25 01:31:00,           2022-08-24 18:31:00,      3.150000,     19.821000,          6.472000,                    70.929905,      0.885000
                1661391360,           2022-08-25 01:36:00,           2022-08-24 18:36:00,      3.150000,     19.746000,          6.477000,                    70.878633,      0.886000
                1661391660,           2022-08-25 01:41:00,           2022-08-24 18:41:00,      3.150000,     19.704000,          6.472000,                    70.764578,      0.886000
                1661391960,           2022-08-25 01:46:00,           2022-08-24 18:46:00,      3.150000,     19.662000,          6.460000,                    70.574151,      0.886000
                1661392260,           2022-08-25 01:51:00,           2022-08-24 18:51:00,      3.150000,     19.603000,          6.454000,                    70.425507,      0.885000
                1661392560,           2022-08-25 01:56:00,           2022-08-24 18:56:00,      3.160000,     19.545000,          6.463000,                    70.441933,      0.886000
                1661392860,           2022-08-25 02:01:00,           2022-08-24 19:01:00,      3.160000,     19.478000,          6.471000,                    70.434561,      0.886000
                1661393160,           2022-08-25 02:06:00,           2022-08-24 19:06:00,      3.160000,     19.444000,          6.458000,                    70.245178,      0.886000
                1661393460,           2022-08-25 02:11:00,           2022-08-24 19:11:00,      3.160000,     19.385000,          6.468000,                    70.270747,      0.886000
                1661393760,           2022-08-25 02:16:00,           2022-08-24 19:16:00,      3.160000,     19.343000,          6.459000,                    70.113832,      0.886000
                1661394060,           2022-08-25 02:21:00,           2022-08-24 19:21:00,      3.160000,     19.293000,          6.454000,                    69.989224,      0.886000
                1661394360,           2022-08-25 02:26:00,           2022-08-24 19:26:00,      3.160000,     19.242000,          6.462000,                    70.004165,      0.886000
                1661394660,           2022-08-25 02:31:00,           2022-08-24 19:31:00,      3.160000,     19.175000,          6.451000,                    69.790840,      0.886000
                1661394960,           2022-08-25 02:36:00,           2022-08-24 19:36:00,      3.160000,     19.133000,          6.447000,                    69.688589,      0.886000
                1661395260,           2022-08-25 02:41:00,           2022-08-24 19:41:00,      3.160000,     19.091000,          6.452000,                    69.683623,      0.886000
                1661395560,           2022-08-25 02:46:00,           2022-08-24 19:46:00,      3.160000,     19.016000,          6.453000,                    69.589053,      0.886000
                1661395860,           2022-08-25 02:51:00,           2022-08-24 19:51:00,      3.150000,     18.974000,          6.439000,                    69.379211,      0.886000
                1661396160,           2022-08-25 02:56:00,           2022-08-24 19:56:00,      3.150000,     18.906000,          6.441000,                    69.305445,      0.886000
                1661396460,           2022-08-25 03:01:00,           2022-08-24 20:01:00,      3.150000,     18.839000,          6.444000,                    69.243792,      0.886000
                1661396760,           2022-08-25 03:06:00,           2022-08-24 20:06:00,      3.150000,     18.797000,          6.426000,                    68.991668,      0.886000
                1661397060,           2022-08-25 03:11:00,           2022-08-24 20:11:00,      3.150000,     18.747000,          6.429000,                    68.953969,      0.886000
                1661397360,           2022-08-25 03:16:00,           2022-08-24 20:16:00,      3.160000,     18.679000,          6.427000,                    68.837496,      0.886000
                1661397660,           2022-08-25 03:21:00,           2022-08-24 20:21:00,      3.160000,     18.620000,          6.424000,                    68.722977,      0.886000
                1661397960,           2022-08-25 03:26:00,           2022-08-24 20:26:00,      3.160000,     18.562000,          6.419000,                    68.588580,      0.886000
                1661398260,           2022-08-25 03:31:00,           2022-08-24 20:31:00,      3.160000,     18.477000,          6.429000,                    68.576709,      0.886000
                1661398560,           2022-08-25 03:36:00,           2022-08-24 20:36:00,      3.160000,     18.427000,          6.409000,                    68.293773,      0.886000
                1661398860,           2022-08-25 03:41:00,           2022-08-24 20:41:00,      3.160000,     18.368000,          6.433000,                    68.467096,      0.886000
                1661399160,           2022-08-25 03:46:00,           2022-08-24 20:46:00,      3.160000,     18.292000,          6.431000,                    68.339705,      0.886000
                1661399460,           2022-08-25 03:51:00,           2022-08-24 20:51:00,      3.160000,     18.233000,          6.435000,                    68.299812,      0.886000
                1661399760,           2022-08-25 03:56:00,           2022-08-24 20:56:00,      3.160000,     18.149000,          6.444000,                    68.277892,      0.886000
                1661400060,           2022-08-25 04:01:00,           2022-08-24 21:01:00,      3.160000,     18.090000,          6.444000,                    68.195425,      0.886000
                1661400360,           2022-08-25 04:06:00,           2022-08-24 21:06:00,      3.160000,     18.022000,          6.464000,                    68.311763,      0.886000
                1661400660,           2022-08-25 04:11:00,           2022-08-24 21:11:00,      3.160000,     17.955000,          6.459000,                    68.165105,      0.885000
                1661400960,           2022-08-25 04:16:00,           2022-08-24 21:16:00,      3.150000,     17.879000,          6.460000,                    68.069253,      0.886000
                1661401260,           2022-08-25 04:21:00,           2022-08-24 21:21:00,      3.150000,     17.820000,          6.469000,                    68.081390,      0.886000
                1661401560,           2022-08-25 04:26:00,           2022-08-24 21:26:00,      3.150000,     17.744000,          6.485000,                    68.143019,      0.885000
                1661401860,           2022-08-25 04:31:00,           2022-08-24 21:31:00,      3.160000,     17.668000,          6.492000,                    68.109733,      0.886000
                1661402160,           2022-08-25 04:36:00,           2022-08-24 21:36:00,      3.160000,     17.608000,          6.509000,                    68.203540,      0.886000
                1661402460,           2022-08-25 04:41:00,           2022-08-24 21:41:00,      3.160000,     17.558000,          6.534000,                    68.394790,      0.886000
                1661402760,           2022-08-25 04:46:00,           2022-08-24 21:46:00,      3.160000,     17.482000,          6.534000,                    68.287340,      0.886000
                1661403060,           2022-08-25 04:51:00,           2022-08-24 21:51:00,      3.160000,     17.439000,          6.535000,                    68.237002,      0.886000
                1661403360,           2022-08-25 04:56:00,           2022-08-24 21:56:00,      3.160000,     17.355000,          6.536000,                    68.128706,      0.886000
                1661403660,           2022-08-25 05:01:00,           2022-08-24 22:01:00,      3.160000,     17.295000,          6.548000,                    68.168847,      0.886000
                1661403960,           2022-08-25 05:06:00,           2022-08-24 22:06:00,      3.160000,     17.219000,          6.568000,                    68.269167,      0.886000
                1661404260,           2022-08-25 05:11:00,           2022-08-24 22:11:00,      3.160000,     17.168000,          6.587000,                    68.394064,      0.886000
                1661404560,           2022-08-25 05:16:00,           2022-08-24 22:16:00,      3.160000,     17.109000,          6.583000,                    68.268623,      0.886000
                1661404860,           2022-08-25 05:21:00,           2022-08-24 22:21:00,      3.160000,     17.041000,          6.582000,                    68.161583,      0.886000
                1661405160,           2022-08-25 05:26:00,           2022-08-24 22:26:00,      3.160000,     16.990000,          6.582000,                    68.089100,      0.886000
                1661405460,           2022-08-25 05:31:00,           2022-08-24 22:31:00,      3.160000,     16.940000,          6.590000,                    68.100724,      0.886000
                1661405760,           2022-08-25 05:36:00,           2022-08-24 22:36:00,      3.160000,     16.880000,          6.595000,                    68.066988,      0.886000
                1661406060,           2022-08-25 05:41:00,           2022-08-24 22:41:00,      3.160000,     16.812000,          6.619000,                    68.217572,      0.886000
                1661406360,           2022-08-25 05:46:00,           2022-08-24 22:46:00,      3.150000,     16.744000,          6.629000,                    68.223396,      0.886000
                1661406660,           2022-08-25 05:51:00,           2022-08-24 22:51:00,      3.150000,     16.710000,          6.633000,                    68.215925,      0.886000
                1661406960,           2022-08-25 05:56:00,           2022-08-24 22:56:00,      3.160000,     16.642000,          6.641000,                    68.200826,      0.886000
                1661407260,           2022-08-25 06:01:00,           2022-08-24 23:01:00,      3.160000,     16.591000,          6.659000,                    68.312470,      0.886000
                1661407560,           2022-08-25 06:06:00,           2022-08-24 23:06:00,      3.160000,     16.540000,          6.658000,                    68.229029,      0.886000
                1661407860,           2022-08-25 06:11:00,           2022-08-24 23:11:00,      3.160000,     16.481000,          6.671000,                    68.277440,      0.886000
                1661408160,           2022-08-25 06:16:00,           2022-08-24 23:16:00,      3.160000,     16.464000,          6.677000,                    68.314395,      0.886000
                1661408460,           2022-08-25 06:21:00,           2022-08-24 23:21:00,      3.160000,     16.387000,          6.670000,                    68.132150,      0.886000
                1661408760,           2022-08-25 06:26:00,           2022-08-24 23:26:00,      3.160000,     16.293000,          6.699000,                    68.292789,      0.886000
                1661409060,           2022-08-25 06:31:00,           2022-08-24 23:31:00,      3.160000,     16.242000,          6.682000,                    68.046129,      0.885000
                1661409360,           2022-08-25 06:36:00,           2022-08-24 23:36:00,      3.160000,     16.191000,          6.713000,                    68.288138,      0.887000
                1661409660,           2022-08-25 06:41:00,           2022-08-24 23:41:00,      3.160000,     16.140000,          6.728000,                    68.366898,      0.886000
                1661409960,           2022-08-25 06:46:00,           2022-08-24 23:46:00,      3.160000,     16.089000,          6.735000,                    68.364141,      0.886000
                1661410260,           2022-08-25 06:51:00,           2022-08-24 23:51:00,      3.160000,     16.055000,          6.739000,                    68.355464,      0.886000
                1661410560,           2022-08-25 06:56:00,           2022-08-24 23:56:00,      3.160000,     16.003000,          6.741000,                    68.300374,      0.886000
                1661410860,           2022-08-25 07:01:00,           2022-08-25 00:01:00,      3.160000,     15.969000,          6.754000,                    68.382721,      0.886000
                1661411160,           2022-08-25 07:06:00,           2022-08-25 00:06:00,      3.160000,     15.909000,          6.759000,                    68.346173,      0.886000
                1661411460,           2022-08-25 07:11:00,           2022-08-25 00:11:00,      3.160000,     15.867000,          6.764000,                    68.335680,      0.886000
                1661411760,           2022-08-25 07:16:00,           2022-08-25 00:16:00,      3.160000,     15.815000,          6.781000,                    68.431666,      0.886000
                1661412060,           2022-08-25 07:21:00,           2022-08-25 00:21:00,      3.160000,     15.773000,          6.787000,                    68.430981,      0.886000
                1661412360,           2022-08-25 07:26:00,           2022-08-25 00:26:00,      3.160000,     15.713000,          6.796000,                    68.434150,      0.886000
                1661412660,           2022-08-25 07:31:00,           2022-08-25 00:31:00,      3.160000,     15.679000,          6.785000,                    68.273847,      0.886000
                1661412960,           2022-08-25 07:36:00,           2022-08-25 00:36:00,      3.160000,     15.636000,          6.802000,                    68.382115,      0.886000
                1661413260,           2022-08-25 07:41:00,           2022-08-25 00:41:00,      3.160000,     15.593000,          6.813000,                    68.429816,      0.885000
                1661413560,           2022-08-25 07:46:00,           2022-08-25 00:46:00,      3.160000,     15.550000,          6.827000,                    68.507431,      0.886000
                1661413860,           2022-08-25 07:51:00,           2022-08-25 00:51:00,      3.160000,     15.490000,          6.833000,                    68.479672,      0.886000
                1661414160,           2022-08-25 07:56:00,           2022-08-25 00:56:00,      3.160000,     15.456000,          6.821000,                    68.309660,      0.886000
                1661414460,           2022-08-25 08:01:00,           2022-08-25 01:01:00,      3.160000,     15.422000,          6.834000,                    68.390012,      0.886000
                1661414760,           2022-08-25 08:06:00,           2022-08-25 01:06:00,      3.160000,     15.379000,          6.872000,                    68.706920,      0.886000
                1661415060,           2022-08-25 08:11:00,           2022-08-25 01:11:00,      3.160000,     15.344000,          6.876000,                    68.695311,      0.886000
                1661415360,           2022-08-25 08:16:00,           2022-08-25 01:16:00,      3.160000,     15.310000,          6.855000,                    68.435543,      0.886000
                1661415660,           2022-08-25 08:21:00,           2022-08-25 01:21:00,      3.160000,     15.258000,          6.867000,                    68.478804,      0.886000
                1661415960,           2022-08-25 08:26:00,           2022-08-25 01:26:00,      3.160000,     15.215000,          6.883000,                    68.574933,      0.886000
                1661416260,           2022-08-25 08:31:00,           2022-08-25 01:31:00,      3.160000,     15.155000,          6.880000,                    68.456602,      0.886000
                1661416560,           2022-08-25 08:36:00,           2022-08-25 01:36:00,      3.160000,     15.112000,          6.904000,                    68.631814,      0.886000
                1661416860,           2022-08-25 08:41:00,           2022-08-25 01:41:00,      3.160000,     15.069000,          6.908000,                    68.607963,      0.886000
                1661417160,           2022-08-25 08:46:00,           2022-08-25 01:46:00,      3.160000,     15.035000,          6.907000,                    68.547747,      0.886000
                1661417460,           2022-08-25 08:51:00,           2022-08-25 01:51:00,      3.160000,     14.983000,          6.923000,                    68.629468,      0.886000
                1661417760,           2022-08-25 08:56:00,           2022-08-25 01:56:00,      3.160000,     14.957000,          6.928000,                    68.640478,      0.886000
                1661418060,           2022-08-25 09:01:00,           2022-08-25 02:01:00,      3.160000,     14.940000,          6.930000,                    68.635079,      0.886000
                1661418360,           2022-08-25 09:06:00,           2022-08-25 02:06:00,      3.160000,     14.871000,          6.939000,                    68.621762,      0.886000
                1661418660,           2022-08-25 09:11:00,           2022-08-25 02:11:00,      3.160000,     14.820000,          6.962000,                    68.773258,      0.886000
                1661418960,           2022-08-25 09:16:00,           2022-08-25 02:16:00,      3.160000,     14.776000,          6.962000,                    68.707740,      0.886000
                1661419260,           2022-08-25 09:21:00,           2022-08-25 02:21:00,      3.160000,     14.751000,          6.962000,                    68.670520,      0.886000
                1661419560,           2022-08-25 09:26:00,           2022-08-25 02:26:00,      3.160000,     14.690000,          6.991000,                    68.865386,      0.886000
                1661419860,           2022-08-25 09:31:00,           2022-08-25 02:31:00,      3.160000,     14.664000,          6.987000,                    68.787151,      0.886000
                1661420160,           2022-08-25 09:36:00,           2022-08-25 02:36:00,      3.160000,     14.612000,          7.005000,                    68.886508,      0.887000
                1661420460,           2022-08-25 09:41:00,           2022-08-25 02:41:00,      3.160000,     14.578000,          7.010000,                    68.884747,      0.886000
                1661420760,           2022-08-25 09:46:00,           2022-08-25 02:46:00,      3.160000,     14.552000,          7.026000,                    69.002943,      0.887000
                1661421060,           2022-08-25 09:51:00,           2022-08-25 02:51:00,      3.160000,     14.535000,          7.020000,                    68.918521,      0.886000
                1661421360,           2022-08-25 09:56:00,           2022-08-25 02:56:00,      3.160000,     14.474000,          7.033000,                    68.954511,      0.886000
                1661421660,           2022-08-25 10:01:00,           2022-08-25 03:01:00,      3.160000,     14.448000,          7.039000,                    68.974253,      0.886000
                1661421960,           2022-08-25 10:06:00,           2022-08-25 03:06:00,      3.160000,     14.431000,          7.031000,                    68.870339,      0.886000
                1661422260,           2022-08-25 10:11:00,           2022-08-25 03:11:00,      3.160000,     14.388000,          7.039000,                    68.884077,      0.886000
                1661422560,           2022-08-25 10:16:00,           2022-08-25 03:16:00,      3.160000,     14.370000,          7.063000,                    69.091802,      0.886000
                1661422860,           2022-08-25 10:21:00,           2022-08-25 03:21:00,      3.160000,     14.310000,          7.068000,                    69.050197,      0.886000
                1661423160,           2022-08-25 10:26:00,           2022-08-25 03:26:00,      3.160000,     14.284000,          7.073000,                    69.059800,      0.886000
                1661423460,           2022-08-25 10:31:00,           2022-08-25 03:31:00,      3.160000,     14.275000,          7.073000,                    69.046217,      0.886000
                1661423760,           2022-08-25 10:36:00,           2022-08-25 03:36:00,      3.160000,     14.249000,          7.083000,                    69.104544,      0.886000
                1661424060,           2022-08-25 10:41:00,           2022-08-25 03:41:00,      3.160000,     14.206000,          7.085000,                    69.059064,      0.886000
                1661424360,           2022-08-25 10:46:00,           2022-08-25 03:46:00,      3.160000,     14.188000,          7.098000,                    69.158526,      0.886000
                1661424660,           2022-08-25 10:51:00,           2022-08-25 03:51:00,      3.160000,     14.145000,          7.099000,                    69.103166,      0.886000
                1661424960,           2022-08-25 10:56:00,           2022-08-25 03:56:00,      3.160000,     14.119000,          7.107000,                    69.141637,      0.886000
                1661425260,           2022-08-25 11:01:00,           2022-08-25 04:01:00,      3.160000,     14.058000,          7.112000,                    69.097790,      0.886000
                1661425560,           2022-08-25 11:06:00,           2022-08-25 04:06:00,      3.160000,     14.023000,          7.121000,                    69.132107,      0.886000
                1661425860,           2022-08-25 11:11:00,           2022-08-25 04:11:00,      3.160000,     13.997000,          7.126000,                    69.141162,      0.886000
                1661426160,           2022-08-25 11:16:00,           2022-08-25 04:16:00,      3.160000,     13.980000,          7.138000,                    69.231735,      0.886000
                1661426460,           2022-08-25 11:21:00,           2022-08-25 04:21:00,      3.160000,     13.936000,          7.160000,                    69.377989,      0.887000
                1661426760,           2022-08-25 11:26:00,           2022-08-25 04:26:00,      3.160000,     13.902000,          7.150000,                    69.229306,      0.886000
                1661427060,           2022-08-25 11:31:00,           2022-08-25 04:31:00,      3.160000,     13.867000,          7.163000,                    69.301778,      0.886000
                1661427360,           2022-08-25 11:36:00,           2022-08-25 04:36:00,      3.160000,     13.841000,          7.161000,                    69.242777,      0.886000
                1661427660,           2022-08-25 11:41:00,           2022-08-25 04:41:00,      3.160000,     13.823000,          7.172000,                    69.321651,      0.886000
                1661427960,           2022-08-25 11:46:00,           2022-08-25 04:46:00,      3.160000,     13.797000,          7.183000,                    69.388208,      0.886000
                1661428260,           2022-08-25 11:51:00,           2022-08-25 04:51:00,      3.160000,     13.771000,          7.179000,                    69.309830,      0.886000
                1661428560,           2022-08-25 11:56:00,           2022-08-25 04:56:00,      3.160000,     13.727000,          7.200000,                    69.445140,      0.886000
                1661428860,           2022-08-25 12:01:00,           2022-08-25 05:01:00,      3.160000,     13.710000,          7.199000,                    69.409448,      0.887000
                1661429160,           2022-08-25 12:06:00,           2022-08-25 05:06:00,      3.160000,     13.701000,          7.208000,                    69.482416,      0.887000
                1661429460,           2022-08-25 12:11:00,           2022-08-25 05:11:00,      3.160000,     13.675000,          7.210000,                    69.461804,      0.887000
                1661429760,           2022-08-25 12:16:00,           2022-08-25 05:16:00,      3.160000,     13.649000,          7.214000,                    69.460432,      0.886000
                1661430060,           2022-08-25 12:21:00,           2022-08-25 05:21:00,      3.160000,     13.605000,          7.220000,                    69.450620,      0.886000
                1661430360,           2022-08-25 12:26:00,           2022-08-25 05:26:00,      3.160000,     13.579000,          7.223000,                    69.439532,      0.886000
                1661430660,           2022-08-25 12:31:00,           2022-08-25 05:31:00,      3.160000,     13.562000,          7.237000,                    69.547958,      0.886000
                1661430960,           2022-08-25 12:36:00,           2022-08-25 05:36:00,      3.160000,     13.527000,          7.236000,                    69.484490,      0.886000
                1661431260,           2022-08-25 12:41:00,           2022-08-25 05:41:00,      3.160000,     13.518000,          7.232000,                    69.432240,      0.886000
                1661431560,           2022-08-25 12:46:00,           2022-08-25 05:46:00,      3.160000,     13.466000,          7.246000,                    69.486542,      0.886000
                1661431860,           2022-08-25 12:51:00,           2022-08-25 05:51:00,      3.160000,     13.457000,          7.248000,                    69.491855,      0.886000
                1661432160,           2022-08-25 12:56:00,           2022-08-25 05:56:00,      3.160000,     13.404000,          7.253000,                    69.458090,      0.886000
                1661432460,           2022-08-25 13:01:00,           2022-08-25 06:01:00,      3.160000,     13.413000,          7.252000,                    69.462384,      0.886000
                1661432760,           2022-08-25 13:06:00,           2022-08-25 06:06:00,      3.160000,     13.369000,          7.256000,                    69.432853,      0.886000
                1661433060,           2022-08-25 13:11:00,           2022-08-25 06:11:00,      3.160000,     13.334000,          7.275000,                    69.560566,      0.886000
                1661433360,           2022-08-25 13:16:00,           2022-08-25 06:16:00,      3.160000,     13.326000,          7.274000,                    69.538642,      0.886000
                1661433660,           2022-08-25 13:21:00,           2022-08-25 06:21:00,      3.160000,     13.291000,          7.289000,                    69.627849,      0.886000
                1661433960,           2022-08-25 13:26:00,           2022-08-25 06:26:00,      3.160000,     13.264000,          7.290000,                    69.595597,      0.886000
                1661434260,           2022-08-25 13:31:00,           2022-08-25 06:31:00,      3.160000,     13.247000,          7.291000,                    69.578822,      0.886000
                1661434560,           2022-08-25 13:36:00,           2022-08-25 06:36:00,      3.160000,     13.221000,          7.312000,                    69.738858,      0.886000
                1661434860,           2022-08-25 13:41:00,           2022-08-25 06:41:00,      3.160000,     13.203000,          7.318000,                    69.768116,      0.886000
                1661435160,           2022-08-25 13:46:00,           2022-08-25 06:46:00,      3.160000,     13.177000,          7.322000,                    69.765835,      0.886000
                1661435460,           2022-08-25 13:51:00,           2022-08-25 06:51:00,      3.160000,     13.159000,          7.336000,                    69.871200,      0.887000
                1661435760,           2022-08-25 13:56:00,           2022-08-25 06:56:00,      3.160000,     13.124000,          7.357000,                    70.016559,      0.887000
                1661436060,           2022-08-25 14:01:00,           2022-08-25 07:01:00,      3.160000,     13.115000,          7.355000,                    69.983477,      0.886000
                1661436360,           2022-08-25 14:06:00,           2022-08-25 07:06:00,      3.160000,     13.124000,          7.375000,                    70.187865,      0.887000
                1661436660,           2022-08-25 14:11:00,           2022-08-25 07:11:00,      3.160000,     13.089000,          7.388000,                    70.256712,      0.886000
                1661436960,           2022-08-25 14:16:00,           2022-08-25 07:16:00,      3.160000,     13.080000,          7.397000,                    70.328172,      0.886000
                1661437260,           2022-08-25 14:21:00,           2022-08-25 07:21:00,      3.160000,     13.036000,          7.417000,                    70.449085,      0.887000
                1661437560,           2022-08-25 14:26:00,           2022-08-25 07:26:00,      3.160000,     13.036000,          7.437000,                    70.639052,      0.886000
                1661437860,           2022-08-25 14:31:00,           2022-08-25 07:31:00,      3.160000,     13.036000,          7.443000,                    70.696042,      0.886000
                1661438160,           2022-08-25 14:36:00,           2022-08-25 07:36:00,      3.160000,     13.028000,          7.460000,                    70.844853,      0.887000
                1661438460,           2022-08-25 14:41:00,           2022-08-25 07:41:00,      3.160000,     13.019000,          7.474000,                    70.963537,      0.887000
                1661438760,           2022-08-25 14:46:00,           2022-08-25 07:46:00,      3.160000,     13.019000,          7.478000,                    71.001515,      0.887000
                1661439060,           2022-08-25 14:51:00,           2022-08-25 07:51:00,      3.160000,     13.010000,          7.504000,                    71.234052,      0.887000
                1661439360,           2022-08-25 14:56:00,           2022-08-25 07:56:00,      3.160000,     13.001000,          7.526000,                    71.428527,      0.887000
                1661439660,           2022-08-25 15:01:00,           2022-08-25 08:01:00,      3.160000,     13.019000,          7.521000,                    71.409788,      0.887000
                1661439960,           2022-08-25 15:06:00,           2022-08-25 08:06:00,      3.160000,     13.019000,          7.520000,                    71.400294,      0.887000
                1661440260,           2022-08-25 15:11:00,           2022-08-25 08:11:00,      3.160000,     13.019000,          7.551000,                    71.694630,      0.887000
                1661440560,           2022-08-25 15:16:00,           2022-08-25 08:16:00,      3.160000,     13.045000,          7.566000,                    71.878782,      0.887000
                1661440860,           2022-08-25 15:21:00,           2022-08-25 08:21:00,      3.160000,     13.028000,          7.574000,                    71.927469,      0.887000
                1661441160,           2022-08-25 15:26:00,           2022-08-25 08:26:00,      3.160000,     13.063000,          7.581000,                    72.050236,      0.887000
                1661441460,           2022-08-25 15:31:00,           2022-08-25 08:31:00,      3.160000,     13.107000,          7.600000,                    72.301771,      0.887000
                1661441760,           2022-08-25 15:36:00,           2022-08-25 08:36:00,      3.160000,     13.133000,          7.605000,                    72.391302,      0.887000
                1661442060,           2022-08-25 15:41:00,           2022-08-25 08:41:00,      3.160000,     13.150000,          7.623000,                    72.590148,      0.886000
                1661442360,           2022-08-25 15:46:00,           2022-08-25 08:46:00,      3.160000,     13.159000,          7.644000,                    72.804723,      0.887000
                1661442660,           2022-08-25 15:51:00,           2022-08-25 08:51:00,      3.160000,     13.212000,          7.649000,                    72.938409,      0.887000
